t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,107.10,0.02,0.16,0.00
0.25,106.99,0.02,0.16,0.17
0.50,106.28,0.60,0.16,0.31
0.75,106.72,0.16,0.16,0.28
1.00,106.11,76.39,0.16,0.28
1.25,100.27,76.39,0.16,0.28
1.50,94.42,76.39,0.16,0.28
1.76,88.39,76.39,0.16,0.28
2.01,82.88,76.39,0.16,0.28
2.26,77.38,76.39,0.16,0.28
2.51,71.73,76.39,0.16,0.28
2.76,66.22,76.39,0.16,0.28
3.01,60.56,76.39,0.16,0.28
3.26,55.08,76.39,0.16,0.28
3.51,49.58,76.39,0.16,0.28
3.76,44.09,76.39,0.16,0.28
4.01,38.65,76.39,0.16,0.28
4.26,33.20,76.39,0.16,0.28
4.51,29.94,76.39,0.16,0.53
4.76,29.50,76.39,0.16,0.96
5.01,29.56,76.39,0.16,0.96
5.26,29.50,76.39,0.16,0.96
5.51,29.68,76.39,0.16,0.96
5.77,29.24,76.39,0.16,0.96
6.02,29.16,76.39,0.16,0.97
6.27,29.39,76.39,0.16,0.97
6.52,28.60,76.39,0.16,0.97
6.77,28.61,76.39,0.16,0.98
7.02,28.41,76.39,0.16,0.98
7.27,28.68,76.39,0.16,0.98
7.52,28.07,76.39,0.16,0.98
7.77,28.15,76.39,0.16,0.99
8.02,29.24,76.39,0.16,0.99
8.27,29.04,76.39,0.16,0.99
8.52,28.97,76.39,0.16,0.99
8.77,28.33,76.39,0.16,0.99
9.02,28.68,76.39,0.16,1.00
9.27,28.47,76.39,0.16,1.00
9.52,28.46,76.39,0.16,1.00
9.77,28.41,76.39,0.16,1.01
10.02,28.28,76.39,0.16,1.01
10.28,28.58,76.39,0.16,1.02
10.53,28.38,76.39,0.16,1.02
10.78,28.12,76.39,0.16,1.02
11.03,28.34,76.39,0.16,1.02
11.28,27.96,76.39,0.16,1.03
11.53,28.12,76.39,0.16,1.03
11.78,28.11,76.39,0.16,1.03
12.03,28.17,76.39,0.16,1.03
12.28,28.13,76.39,0.16,1.03
12.53,28.33,76.39,0.16,1.04
12.78,28.27,76.39,0.16,1.04
13.03,28.41,76.39,0.16,1.04
13.28,28.30,76.39,0.16,1.04
13.53,28.39,76.39,0.16,1.05
13.78,28.34,76.39,0.16,1.05
14.03,28.13,76.39,0.16,1.05
14.28,27.90,76.39,0.16,1.05
14.54,28.54,76.39,0.16,1.06
14.79,28.25,76.39,0.16,1.06
15.04,27.90,76.39,0.16,1.06
15.29,28.26,76.39,0.16,1.06
15.54,28.20,76.39,0.16,1.06
15.79,28.66,76.39,0.16,1.07
16.04,28.38,76.39,0.16,1.07
16.29,28.26,76.39,0.16,1.07
16.54,28.19,76.39,0.16,1.09
