t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,107.09,0.02,0.16,0.00
0.25,106.99,0.02,0.16,0.17
0.50,105.98,0.93,0.16,0.30
0.75,106.70,0.16,0.16,0.28
1.00,106.70,0.16,0.16,0.28
1.25,101.06,76.39,0.16,0.28
1.50,95.21,76.39,0.16,0.28
1.75,89.38,76.39,0.16,0.28
2.01,83.86,76.39,0.16,0.28
2.26,78.36,76.39,0.16,0.28
2.51,72.85,76.39,0.16,0.28
2.76,67.36,76.39,0.16,0.28
3.01,61.86,76.39,0.16,0.28
3.26,56.35,76.39,0.16,0.28
3.51,50.84,76.39,0.16,0.28
3.76,45.35,76.39,0.16,0.28
4.01,39.84,76.39,0.16,0.28
4.26,34.34,76.39,0.16,0.28
4.51,30.24,76.39,0.16,0.28
4.76,29.56,76.39,0.16,0.96
5.01,29.54,76.39,0.16,0.96
5.26,29.24,76.39,0.16,0.96
5.52,29.54,76.39,0.16,0.96
5.77,29.13,76.39,0.16,0.96
6.02,29.02,76.39,0.16,0.97
6.27,28.35,76.39,0.16,0.97
6.52,27.99,76.39,0.16,0.97
6.77,28.07,76.39,0.16,0.98
7.02,27.95,76.39,0.16,0.98
7.27,28.13,76.39,0.16,0.98
7.52,28.23,76.39,0.16,0.98
7.77,28.44,76.39,0.16,0.98
8.02,28.29,76.39,0.16,0.99
8.27,28.14,76.39,0.16,0.99
8.52,28.29,76.39,0.16,0.99
8.77,28.30,76.39,0.16,0.99
9.02,28.36,76.39,0.16,1.00
9.27,28.39,76.39,0.16,1.00
9.52,28.31,76.39,0.16,1.00
9.78,28.72,76.39,0.16,1.00
10.03,28.39,76.39,0.16,1.01
10.28,28.21,76.39,0.16,1.02
10.53,27.82,76.39,0.16,1.02
10.78,27.75,76.39,0.16,1.02
11.03,28.19,76.39,0.16,1.02
11.28,28.33,76.39,0.16,1.02
11.53,28.14,76.39,0.16,1.03
11.78,28.10,76.39,0.16,1.03
12.03,28.08,76.39,0.16,1.03
12.28,28.22,76.39,0.16,1.03
12.53,28.04,76.39,0.16,1.04
12.78,27.78,76.39,0.16,1.04
13.03,28.28,76.39,0.16,1.04
13.28,28.08,76.39,0.16,1.04
13.53,27.95,76.39,0.16,1.05
13.78,27.81,76.39,0.16,1.05
14.03,27.91,76.39,0.16,1.05
14.28,27.97,76.39,0.16,1.05
14.54,28.25,76.39,0.16,1.06
14.79,27.97,76.39,0.16,1.06
15.04,28.24,76.39,0.16,1.06
15.29,27.99,76.39,0.16,1.06
15.54,28.15,76.39,0.16,1.06
15.79,28.18,76.39,0.16,1.07
