t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,107.09,0.02,0.16,0.00
0.25,106.99,0.02,0.16,0.17
0.50,106.18,0.71,0.16,0.30
0.75,106.70,0.16,0.16,0.28
1.00,106.70,0.16,0.16,0.28
1.25,101.13,76.39,0.16,0.28
1.51,95.33,76.39,0.16,0.28
1.76,89.60,76.39,0.16,0.28
2.01,84.15,76.39,0.16,0.28
2.26,78.70,76.39,0.16,0.28
2.51,73.26,76.39,0.16,0.28
2.76,67.81,76.39,0.16,0.28
3.01,62.36,76.39,0.16,0.28
3.26,56.91,76.39,0.16,0.28
3.51,51.47,76.39,0.16,0.28
3.76,46.02,76.39,0.16,0.28
4.01,40.58,76.39,0.16,0.28
4.26,35.23,76.39,0.16,0.28
4.51,30.26,76.39,0.16,0.28
4.77,29.57,76.39,0.16,0.96
5.02,29.18,76.39,0.16,0.96
5.27,29.19,76.39,0.16,0.96
5.52,28.78,76.39,0.16,0.96
5.77,28.44,76.39,0.16,0.97
6.02,28.24,76.39,0.16,0.97
6.27,28.47,76.39,0.16,0.97
6.52,28.63,76.39,0.16,0.97
6.77,28.32,76.39,0.16,0.98
7.02,28.59,76.39,0.16,0.98
7.27,28.79,76.39,0.16,0.98
7.52,28.46,76.39,0.16,0.98
7.77,28.07,76.39,0.16,0.99
8.02,27.98,76.39,0.16,0.99
8.27,28.27,76.39,0.16,0.99
8.52,28.14,76.39,0.16,0.99
8.77,28.09,76.39,0.16,0.99
9.02,28.09,76.39,0.16,1.00
9.28,28.44,76.39,0.16,1.00
9.53,28.45,76.39,0.16,1.00
9.78,28.48,76.39,0.16,1.01
10.03,28.47,76.39,0.16,1.01
10.28,28.53,76.39,0.16,1.02
10.53,28.44,76.39,0.16,1.02
10.78,28.25,76.39,0.16,1.02
11.03,28.08,76.39,0.16,1.02
11.28,27.64,76.39,0.16,1.03
11.53,27.93,76.39,0.16,1.03
11.78,28.07,76.39,0.16,1.03
12.03,27.99,76.39,0.16,1.03
12.28,28.11,76.39,0.16,1.03
12.53,28.45,76.39,0.16,1.04
12.78,28.20,76.39,0.16,1.04
13.03,28.46,76.39,0.16,1.04
13.28,27.84,76.39,0.16,1.04
13.53,28.19,76.39,0.16,1.05
13.79,28.34,76.39,0.16,1.05
14.04,28.05,76.39,0.16,1.05
14.29,28.24,76.39,0.16,1.05
14.54,28.38,76.39,0.16,1.06
14.79,28.37,76.39,0.16,1.06
15.04,28.28,76.39,0.16,1.06
15.29,28.10,76.39,0.16,1.06
15.54,28.39,76.39,0.16,1.06
15.79,28.05,76.39,0.16,1.07
