t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.95,0.02,0.16,0.00
0.25,106.84,0.02,0.16,0.17
0.50,106.56,0.16,0.16,0.27
0.75,106.54,0.16,0.16,0.28
1.00,105.50,76.39,0.16,0.28
1.25,99.70,76.39,0.16,0.28
1.50,93.89,76.39,0.16,0.28
1.75,88.18,76.39,0.16,0.28
2.01,82.75,76.39,0.16,0.28
2.26,77.29,76.39,0.16,0.28
2.51,71.83,76.39,0.16,0.28
2.76,66.40,76.39,0.16,0.28
3.01,60.97,76.39,0.16,0.28
3.26,55.52,76.39,0.16,0.28
3.51,50.07,76.39,0.16,0.28
3.76,44.63,76.39,0.16,0.28
4.01,39.02,76.39,0.16,0.28
4.26,33.70,76.39,0.16,0.28
4.51,30.03,76.39,0.16,0.41
4.76,29.47,76.39,0.16,0.96
5.01,29.42,76.39,0.16,0.96
5.26,28.93,76.39,0.16,0.96
5.51,28.93,76.39,0.16,0.96
5.76,28.60,76.39,0.16,0.96
6.01,28.61,76.39,0.16,0.97
6.27,28.36,76.39,0.16,0.97
6.52,28.42,76.39,0.16,0.97
6.77,28.21,76.39,0.16,0.98
7.02,28.51,76.39,0.16,0.98
7.27,28.53,76.39,0.16,0.98
7.52,28.67,76.39,0.16,0.98
7.77,28.45,76.39,0.16,0.99
8.02,28.41,76.39,0.16,0.99
8.27,28.24,76.39,0.16,0.99
8.52,27.96,76.39,0.16,0.99
8.77,28.03,76.39,0.16,0.99
9.02,28.10,76.39,0.16,1.00
9.27,28.05,76.39,0.16,1.00
9.52,27.86,76.39,0.16,1.00
9.77,28.28,76.39,0.16,1.00
10.02,28.24,76.39,0.16,1.01
10.27,28.33,76.39,0.16,1.02
10.52,28.36,76.39,0.16,1.02
10.78,28.14,76.39,0.16,1.02
11.03,28.32,76.39,0.16,1.02
11.28,28.37,76.39,0.16,1.03
11.53,28.11,76.39,0.16,1.03
11.78,27.90,76.39,0.16,1.03
12.03,27.91,76.39,0.16,1.03
12.28,27.49,76.39,0.16,1.03
12.53,28.07,76.39,0.16,1.04
12.78,28.11,76.39,0.16,1.04
13.03,28.17,76.39,0.16,1.04
13.28,28.00,76.39,0.16,1.04
13.53,28.05,76.39,0.16,1.05
13.78,27.86,76.39,0.16,1.05
14.03,28.13,76.39,0.16,1.05
14.28,28.65,76.39,0.16,1.05
14.53,28.33,76.39,0.16,1.06
14.78,28.39,76.39,0.16,1.06
15.04,28.40,76.39,0.16,1.06
15.29,28.07,76.39,0.16,1.06
15.54,27.89,76.39,0.16,1.07
15.79,28.11,76.39,0.16,1.07
16.04,28.30,76.39,0.16,1.07
