t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,107.12,0.02,0.16,0.00
0.25,107.01,0.02,0.16,0.17
0.50,106.31,0.60,0.16,0.32
0.75,106.72,0.16,0.16,0.31
1.00,106.57,76.39,0.16,0.28
1.25,100.73,76.39,0.16,0.28
1.50,94.88,76.39,0.16,0.28
1.75,89.10,76.39,0.16,0.28
2.01,83.58,76.39,0.16,0.28
2.26,78.08,76.39,0.16,0.28
2.51,72.57,76.39,0.16,0.28
2.76,67.06,76.39,0.16,0.28
3.01,61.56,76.39,0.16,0.28
3.26,56.06,76.39,0.16,0.28
3.51,50.56,76.39,0.16,0.28
3.76,45.08,76.39,0.16,0.28
4.01,39.54,76.39,0.16,0.28
4.26,34.20,76.39,0.16,0.28
4.51,30.22,76.39,0.16,0.31
4.76,29.56,76.39,0.16,0.96
5.01,29.16,76.39,0.16,0.96
5.26,29.43,76.39,0.16,0.96
5.51,29.20,76.39,0.16,0.96
5.76,28.42,76.39,0.16,0.97
6.02,28.53,76.39,0.16,0.97
6.27,28.42,76.39,0.16,0.97
6.52,28.29,76.39,0.16,0.98
6.77,28.22,76.39,0.16,0.98
7.02,28.23,76.39,0.16,0.98
7.27,27.89,76.39,0.16,0.98
7.52,29.20,76.39,0.16,0.99
7.77,28.92,76.39,0.16,0.99
8.02,29.15,76.39,0.16,0.99
8.27,28.94,76.39,0.16,0.99
8.52,28.67,76.39,0.16,0.99
8.77,28.65,76.39,0.16,1.00
9.02,28.19,76.39,0.16,1.00
9.27,28.16,76.39,0.16,1.00
9.52,28.25,76.39,0.16,1.00
9.77,27.83,76.39,0.16,1.01
10.02,28.08,76.39,0.16,1.02
10.28,28.14,76.39,0.16,1.02
10.53,28.34,76.39,0.16,1.02
10.78,28.02,76.39,0.16,1.02
11.03,28.25,76.39,0.16,1.02
11.28,28.26,76.39,0.16,1.03
11.53,28.53,76.39,0.16,1.03
11.78,28.19,76.39,0.16,1.03
12.03,28.24,76.39,0.16,1.03
12.28,28.26,76.39,0.16,1.04
12.53,28.20,76.39,0.16,1.04
12.78,28.30,76.39,0.16,1.04
13.03,28.25,76.39,0.16,1.04
13.28,27.79,76.39,0.16,1.05
13.53,27.71,76.39,0.16,1.05
13.78,27.72,76.39,0.16,1.05
14.03,27.80,76.39,0.16,1.05
14.28,28.28,76.39,0.16,1.06
14.53,28.49,76.39,0.16,1.06
14.78,28.08,76.39,0.16,1.06
15.04,27.82,76.39,0.16,1.06
15.29,27.73,76.39,0.16,1.06
15.54,27.90,76.39,0.16,1.07
15.79,28.08,76.39,0.16,1.07
16.04,28.18,76.39,0.16,1.07
16.29,27.96,76.39,0.16,1.09
16.54,27.60,76.39,0.16,1.09
16.79,27.47,76.39,0.16,1.09
17.04,27.09,76.39,0.16,1.10
17.29,27.60,76.39,0.16,1.10
17.54,27.69,76.39,0.16,1.10
17.79,27.57,76.39,0.16,1.10
18.04,27.41,76.39,0.16,1.11
18.29,27.63,76.39,0.16,1.11
18.54,27.68,76.39,0.16,1.11
18.79,27.84,76.39,0.16,1.11
19.04,27.82,76.39,0.16,1.12
19.30,28.08,76.39,0.16,1.12
19.55,27.81,76.39,0.16,1.12
19.80,27.81,76.39,0.16,1.12
20.05,27.84,76.39,0.16,1.12
20.30,27.87,76.39,0.16,1.13
20.55,27.68,77.23,0.16,1.12
20.80,26.52,78.55,0.16,1.39
21.05,25.08,80.64,0.16,1.45
21.30,24.56,80.64,0.17,1.81
21.55,24.14,80.64,0.17,1.81
21.80,24.01,80.64,0.17,1.81
22.05,22.94,81.43,0.17,2.07
22.30,23.17,81.43,0.17,2.09
22.55,23.17,81.43,0.17,2.09
22.80,23.16,81.43,0.17,2.09
23.05,22.99,81.43,0.17,2.09
23.31,22.99,81.43,0.17,2.09
23.56,22.99,81.43,0.17,2.09
23.81,22.97,81.43,0.17,2.09
24.06,22.80,81.43,0.17,2.26
24.31,22.78,81.50,0.17,2.55
24.56,22.49,81.50,0.17,2.56
24.81,22.49,81.50,0.17,2.57
25.06,22.10,81.51,0.17,2.70
25.31,22.10,81.51,0.17,2.70
25.56,22.21,81.52,0.17,2.82
25.81,22.21,81.52,0.17,2.82
26.06,22.03,81.52,0.17,2.82
26.31,22.03,81.52,0.17,2.82
26.57,22.02,81.52,0.17,2.82
26.82,22.03,81.52,0.17,2.82
27.07,22.02,81.52,0.17,2.82
27.32,22.04,81.52,0.17,2.82
27.57,22.03,81.53,0.17,2.82
27.82,22.03,81.53,0.17,2.82
28.07,22.03,81.53,0.17,2.82
28.32,22.06,81.52,0.17,2.82
28.57,22.05,81.52,0.17,2.82
28.82,22.05,81.52,0.17,2.82
29.07,22.05,81.52,0.17,2.82
29.32,22.07,81.52,0.17,2.82
29.57,22.07,81.52,0.17,2.82
29.83,22.07,81.52,0.17,2.82
30.08,22.07,81.52,0.17,2.82
30.33,22.08,81.52,0.17,2.82
30.58,22.10,81.52,0.17,2.83
30.83,22.10,81.52,0.17,2.83
31.08,22.10,81.52,0.17,2.83
31.33,22.12,81.52,0.17,2.83
31.58,22.11,81.52,0.17,2.83
31.83,22.11,81.52,0.17,2.83
32.08,22.11,81.52,0.17,2.83
32.33,22.12,81.52,0.17,2.83
32.58,22.13,81.52,0.17,2.83
32.83,22.12,81.52,0.17,2.83
33.08,22.13,81.52,0.17,2.83
33.34,22.14,81.52,0.17,2.83
33.59,22.14,81.52,0.17,2.83
33.84,22.14,81.52,0.17,2.83
34.09,22.14,81.52,0.17,2.83
34.34,22.16,81.53,0.17,2.83
34.59,22.15,81.53,0.17,2.83
34.84,22.15,81.53,0.17,2.83
35.09,22.16,81.52,0.17,2.83
35.34,22.18,81.52,0.17,2.83
35.59,22.18,81.52,0.17,2.84
35.84,22.18,81.52,0.17,2.84
36.09,22.18,81.52,0.17,2.84
36.34,22.20,81.53,0.17,2.84
36.60,22.18,81.53,0.17,2.96
36.85,22.18,81.53,0.17,2.96
37.10,22.18,81.53,0.17,3.07
37.35,22.19,81.53,0.17,3.07
37.60,22.19,81.53,0.17,3.07
37.85,22.19,81.53,0.17,3.07
38.10,22.19,81.53,0.17,3.07
38.35,22.19,81.53,0.17,3.07
38.60,22.19,81.54,0.17,3.07
38.85,22.19,81.54,0.17,3.07
39.10,22.19,81.54,0.17,3.07
39.35,22.19,81.54,0.17,3.07
39.60,22.19,81.54,0.17,3.07
39.85,22.19,81.54,0.17,3.07
40.10,22.20,81.53,0.17,3.07
40.36,22.20,81.53,0.17,3.07
40.61,22.20,81.53,0.17,3.07
40.86,22.20,81.53,0.17,3.08
41.11,22.20,81.53,0.17,3.08
41.36,22.20,81.53,0.17,3.08
41.61,22.20,81.53,0.17,3.08
41.86,22.20,81.53,0.17,3.08
42.11,22.20,81.54,0.17,3.08
42.36,22.21,81.53,0.17,3.08
42.61,22.21,81.53,0.17,3.08
42.86,22.21,81.53,0.17,3.08
43.11,22.21,81.53,0.17,3.08
43.36,22.22,81.53,0.17,3.08
43.62,22.22,81.53,0.17,3.08
43.87,22.22,81.53,0.17,3.08
44.12,22.23,81.53,0.17,3.08
44.37,22.23,81.53,0.17,3.08
44.62,22.23,81.53,0.17,3.08
44.87,22.23,81.53,0.17,3.08
45.12,22.23,81.53,0.17,3.08
45.37,22.23,81.54,0.17,3.09
45.62,22.24,81.54,0.17,3.09
45.87,22.24,81.53,0.17,3.09
46.12,22.24,81.54,0.17,3.09
46.37,22.24,81.54,0.17,3.09
46.62,22.24,81.54,0.17,3.09
46.88,22.24,81.54,0.17,3.09
47.13,22.24,81.54,0.17,3.09
47.38,22.24,81.54,0.17,3.09
47.63,22.25,81.54,0.17,3.09
47.88,22.25,81.54,0.17,3.09
48.13,22.25,81.54,0.17,3.09
48.38,22.25,81.54,0.17,3.09
48.63,22.26,81.54,0.17,3.09
48.88,22.26,81.54,0.17,3.09
49.13,22.26,81.54,0.17,3.09
49.38,22.26,81.54,0.17,3.09
49.63,22.26,81.54,0.17,3.09
49.88,22.26,81.54,0.17,3.09
50.14,22.04,81.54,0.17,3.21
50.39,22.04,81.54,0.17,3.21
50.64,22.02,81.55,0.17,3.33
50.89,22.02,81.55,0.17,3.33
51.14,22.02,81.55,0.17,3.33
51.39,22.02,81.55,0.17,3.33
51.64,22.02,81.55,0.17,3.33
51.89,22.02,81.55,0.17,3.33
52.14,22.02,81.55,0.17,3.33
52.39,22.02,81.55,0.17,3.33
52.64,22.02,81.55,0.17,3.33
52.89,22.02,81.55,0.17,3.33
53.14,22.02,81.56,0.17,3.33
53.40,22.02,81.56,0.17,3.33
53.65,22.02,81.56,0.17,3.33
53.90,22.02,81.56,0.17,3.33
54.15,22.02,81.56,0.17,3.33
54.40,22.02,81.56,0.17,3.33
54.65,22.02,81.56,0.17,3.33
54.90,22.02,81.56,0.17,3.34
55.15,22.03,81.55,0.17,3.34
55.40,22.03,81.55,0.17,3.34
55.65,22.03,81.55,0.17,3.34
55.90,22.03,81.55,0.17,3.34
56.15,22.03,81.55,0.17,3.34
56.40,22.03,81.55,0.17,3.34
56.66,22.03,81.55,0.17,3.34
56.91,22.03,81.55,0.17,3.34
57.16,22.03,81.55,0.17,3.34
57.41,22.03,81.55,0.17,3.34
57.66,22.03,81.55,0.17,3.34
57.91,22.03,81.56,0.17,3.34
58.16,22.02,81.56,0.17,3.34
58.41,22.02,81.56,0.17,3.34
58.66,22.02,81.56,0.17,3.34
58.91,22.02,81.56,0.17,3.34
59.16,22.03,81.55,0.17,3.34
59.41,22.03,81.55,0.17,3.34
59.66,22.03,81.55,0.17,3.34
59.92,22.02,81.55,0.17,3.34
60.17,22.02,81.55,0.17,3.34
60.42,22.02,81.56,0.17,3.34
60.67,22.02,81.56,0.17,3.34
